32,52,87,35,20,9,894,50,30,60,90,11
28,49,83,34,21,9,890,40,30,50,80,11
41,64,108,44,23,12,886,50,40,70,110,11
46,55,91,37,20,10,876,40,30,60,90,11
38,77,130,53,39,16,338,70,60,100,160,2
48,89,150,61,41,19,325,80,70,110,180,2
56,99,167,68,43,21,438,110,90,140,230,2
59,77,145,53,41,16,338,70,60,100,160,2
80,100,180,69,46,22,340,90,80,130,210,2
91,114,191,79,45,25,425,110,90,150,240,2
15,128,220,92,113,83,541,60,110,160,270,3
16,132,227,95,116,86,532,70,110,170,280,3
17,132,227,95,115,86,554,70,110,170,280,3
24,154,264,110,130,100,665,90,130,200,330,3
34,184,317,133,150,120,705,100,160,230,390,3
24,132,242,95,116,86,532,70,110,170,280,3
33,154,262,110,121,100,665,90,130,200,330,3
43,173,294,124,132,112,717,100,150,220,370,3
24,130,238,93,114,84,692,60,110,160,270,3
25,134,245,96,117,87,683,100,140,190,330,3
30,145,266,105,125,95,716,50,120,170,290,3
0,87,150,63,87,57,506,10,40,60,100,13
-8,61,105,44,69,39,617,10,20,50,70,13
0,84,144,60,84,54,606,10,20,40,60,13
1,86,147,61,85,55,613,0,40,60,100,13
0,87,160,63,87,57,521,10,40,60,100,13
3,90,153,64,82,58,551,10,40,60,100,13
3,87,159,62,85,56,612,10,40,60,100,13
0,84,153,60,84,54,606,10,20,40,60,13
16,72,130,58,56,22,338,20,50,70,120,5
18,74,133,59,56,22,403,20,50,70,120,5
20,66,134,54,56,20,312,20,50,60,110,5
18,65,126,53,53,20,306,20,50,60,110,5
22,70,135,57,55,21,313,30,50,70,120,5
19,67,129,54,54,20,391,20,50,60,110,5
39,81,150,69,42,21,965,60,60,80,140,6
39,82,151,69,43,21,965,60,60,80,140,6
47,92,170,78,45,24,995,60,70,90,160,6
71,123,226,103,52,31,1073,90,90,120,210,6
53,99,182,83,46,25,1063,70,70,100,170,6
45,89,164,75,44,23,1063,40,70,80,150,6
59,84,165,71,44,22,950,50,60,80,140,6
58,82,161,69,43,21,965,60,60,80,140,6
65,92,168,78,42,24,995,60,70,90,160,6
79,99,194,83,46,25,1063,70,70,100,170,6
115,186,310,124,71,40,961,120,100,170,270,8
121,195,325,130,74,42,945,120,110,170,280,8
115,186,309,123,71,40,932,120,100,170,270,8
98,165,275,110,67,36,1020,100,90,150,240,8
79,140,232,92,61,30,1102,90,70,130,200,8
115,188,313,125,73,41,1119,130,90,160,250,8
122,195,325,130,73,42,1134,120,120,180,300,8
180,195,346,130,74,42,945,120,110,170,280,8
157,176,311,116,70,38,962,110,90,160,250,8
181,195,346,130,73,42,1134,120,120,180,300,8
36,59,99,40,23,11,793,50,30,50,80,9
50,59,98,40,21,11,793,50,30,50,80,9
62,105,167,62,43,19,346,40,40,70,110,11
57,99,159,60,42,18,329,40,20,50,70,11
98,109,185,65,43,20,372,40,40,70,110,11
57,78,124,47,34,14,371,30,30,50,80,11
80,94,161,57,40,17,349,40,30,70,100,11
41,81,137,56,40,17,382,40,30,60,90,12
24,59,99,40,35,12,443,20,20,40,60,12
20,54,90,36,34,11,458,30,20,40,60,12
34,71,120,49,37,15,454,30,30,50,80,12
75,89,168,61,43,19,390,40,40,60,100,12
56,77,137,52,39,16,376,30,30,50,80,12
45,68,121,46,38,14,388,20,30,40,70,12
33,59,98,40,33,12,443,20,20,40,60,12
28,54,89,36,32,11,458,30,20,40,60,12
50,71,128,49,37,15,454,30,30,50,80,12
32,58,103,45,26,14,605,30,40,50,90,4
34,62,110,48,28,15,599,40,40,60,100,4
34,62,110,48,28,15,593,40,40,60,100,4
36,65,115,50,29,16,587,50,40,70,110,4
17,39,69,30,22,9,581,30,20,40,60,4
21,43,76,33,22,10,577,30,30,40,70,4
10,29,51,22,19,7,573,20,10,20,30,4
55,62,123,48,28,15,623,40,40,60,100,4
47,62,109,48,26,15,599,40,40,60,100,4
50,65,114,50,27,16,587,50,40,70,110,4
15,29,54,22,19,7,573,20,10,20,30,4
19,32,60,24,19,7,567,20,20,30,50,4
-84,-21,106,127,63,40,1215,-80,160,-30,130,1
-138,-67,87,154,71,49,1832,-150,190,-90,100,1
-3,50,162,95,55,30,608,30,110,70,180,1
-131,-25,109,127,63,40,2947,-90,150,-30,120,1
276,428,712,284,152,99,2108,400,350,540,890,2
410,428,759,284,152,99,2108,400,350,540,890,2
88,114,201,75,55,24,659,40,50,80,130,13
25,168,289,121,143,109,788,30,110,160,270,5
216,329,576,247,113,81,1744,210,240,310,550,6
321,329,614,247,113,81,1744,210,240,310,550,6
148,137,247,95,37,26,809,100,80,120,200,8
196,295,546,251,99,77,1268,200,210,270,480,9
291,295,582,251,99,77,1268,200,210,270,480,9
26,51,90,39,25,12,541,40,20,40,60,10
120,163,276,113,43,31,897,90,70,110,180,11
79,111,187,76,32,21,580,50,30,50,80,12
192,288,532,244,96,75,1213,270,300,360,660,2
112,152,256,104,40,29,952,120,80,140,220,5
133,179,302,123,46,34,915,100,70,120,190,5
184,178,298,123,42,34,941,120,100,150,250,5
48,73,123,50,25,14,589,40,30,60,90,6
26,51,84,34,30,10,428,30,30,50,80,9
83,117,198,81,34,22,460,100,80,130,210,13
84,80,150,54,27,15,456,70,50,90,140,13
123,124,208,86,33,24,499,100,90,130,220,13
-224,-69,66,135,155,122,3641,-210,130,-70,60,5
-304,-59,70,125,146,113,1382,-190,120,-60,60,5
-392,-95,77,173,176,156,2615,-260,160,-90,70,5
316,369,647,284,130,107,1565,180,210,290,500,9
-238,-139,112,251,99,77,3948,-180,190,-110,80,10
138,185,312,127,47,35,1007,160,130,200,330,11
190,185,309,127,44,35,1007,160,130,200,330,11
187,283,543,260,96,72,1271,210,240,290,530,7
646,526,815,239,91,66,1197,450,210,510,720,7
364,387,687,258,142,90,2067,360,320,480,800,2
508,546,902,364,166,127,2617,520,450,680,1130,2
349,374,664,249,139,87,2580,310,290,450,740,2
47,101,168,67,54,22,677,50,40,80,120,13
203,312,546,234,109,77,1310,200,220,300,520,6
220,336,589,253,116,83,1686,220,240,320,560,6
292,304,567,228,107,75,1691,190,220,290,510,6
84,117,198,81,33,22,984,80,70,110,180,8
165,253,467,214,88,66,923,170,180,230,410,9
174,265,490,225,91,69,1272,160,210,240,450,9
52,68,119,52,28,17,554,40,40,60,100,10
128,172,290,118,44,33,930,110,80,130,210,11
230,266,527,266,92,74,1819,170,250,260,510,4
230,266,527,266,92,74,1797,170,250,260,510,4
197,295,546,251,98,77,1268,280,310,370,680,2
70,109,193,84,39,27,603,110,100,140,240,3
26,51,90,39,25,12,541,80,40,90,130,3
52,79,133,54,27,15,601,40,40,60,100,6
119,112,201,77,32,21,449,90,60,100,160,6
33,80,140,60,47,19,329,50,50,80,130,8
31,77,134,57,46,18,323,50,50,80,130,8
28,63,109,47,40,15,420,30,40,60,100,8
24,60,101,41,36,13,435,30,30,60,90,9
37,71,122,52,41,17,361,40,50,70,120,1
42,72,133,53,44,17,410,50,50,80,130,1
-5,71,122,51,76,46,503,30,40,70,110,3
81,146,291,145,65,40,1304,120,160,180,340,5
138,163,346,162,70,45,1091,130,180,200,380,5
116,149,295,149,60,41,1156,120,170,180,350,5
112,146,288,145,60,40,1304,120,160,180,340,5
15,65,117,53,50,20,361,20,60,70,130,6
11,60,108,49,48,18,414,20,50,70,120,6
16,32,53,21,16,5,454,30,10,30,40,8
12,26,44,18,16,5,478,20,10,20,30,8
67,116,200,84,49,26,500,60,70,100,170,12
111,201,345,144,90,47,862,130,150,210,360,2
119,213,367,154,94,50,829,140,160,220,380,2
156,265,456,191,109,63,865,170,200,270,470,2
150,222,376,154,72,49,833,170,160,230,390,3
136,139,262,95,55,30,608,100,100,140,240,3
220,335,587,252,115,83,1316,280,290,400,690,5
313,324,604,243,113,80,1260,260,280,380,660,5
149,239,478,239,90,66,1464,200,270,290,560,6
68,107,190,83,39,27,584,60,70,90,160,9
53,80,134,54,27,15,456,50,40,70,110,11
105,145,245,100,40,28,598,100,80,130,210,11
78,111,187,76,33,21,580,80,50,80,130,11
83,80,150,54,28,15,456,50,40,70,110,11
225,271,463,196,100,64,1167,190,200,290,490,2
259,387,678,291,128,96,1742,340,330,470,800,5
196,304,532,228,108,75,1691,290,290,390,680,5
91,126,213,87,35,24,756,90,70,110,180,8
95,132,223,91,37,25,777,100,70,120,190,8
62,100,178,78,38,25,593,60,60,90,150,9
157,139,262,95,40,26,821,100,80,120,200,10
30,51,85,34,21,9,777,50,40,60,100,2
29,49,82,33,20,9,768,50,40,60,100,2
47,71,119,48,24,13,829,80,70,90,160,2
44,68,115,47,24,13,834,60,50,80,130,2
45,51,92,35,21,9,776,50,40,60,100,2
55,64,106,43,22,12,822,60,50,80,130,2
45,70,118,48,25,13,851,80,70,90,160,3
31,51,85,34,20,9,863,50,40,60,100,3
80,85,143,59,25,16,842,90,70,110,180,3
45,84,133,49,39,15,342,50,40,70,110,5
44,82,130,48,38,14,351,50,40,70,110,5
41,78,125,47,37,14,371,40,40,60,100,5
30,65,104,39,35,12,380,30,30,50,80,5
49,88,141,53,39,16,321,30,40,60,100,5
109,113,201,67,45,20,400,80,50,100,150,5
96,109,185,65,44,20,372,70,50,90,140,5
86,99,169,60,41,18,329,70,30,70,100,5
46,66,114,41,35,12,320,20,30,50,80,5
31,68,114,46,37,14,388,40,30,60,90,6
21,54,90,36,33,11,462,20,30,40,70,6
34,71,120,49,37,15,454,30,30,60,90,6
27,63,106,43,36,13,466,20,30,50,80,6
39,65,109,45,34,14,410,40,30,60,90,6
32,59,98,40,33,12,443,30,30,50,80,6
29,54,89,36,31,11,462,20,30,40,70,6
36,63,111,48,27,15,593,40,40,60,100,8
87,133,236,103,46,33,564,110,80,130,210,8
77,120,214,94,43,31,540,70,80,110,190,8
42,107,193,86,65,32,484,40,80,100,180,9
25,83,150,67,58,25,599,30,60,80,140,9
39,88,159,72,56,27,606,40,60,90,150,9
50,98,189,79,64,30,593,60,60,90,150,9
1,87,160,63,86,57,187,0,50,70,120,4
-4,75,127,53,73,48,-267,10,40,70,110,4
-8,66,112,47,67,42,-395,0,40,50,90,4
-4,76,140,55,79,49,-1053,0,40,60,100,4
19,62,108,46,43,15,415,40,40,70,110,1
49,79,147,59,46,19,411,50,50,80,130,1
43,73,135,54,44,17,424,40,50,70,120,1
19,51,85,34,32,10,428,30,30,50,80,2
33,61,102,42,34,13,384,30,40,60,100,2
26,55,92,38,33,12,414,20,40,50,90,2
25,51,84,34,31,10,432,30,30,50,80,2
47,68,121,46,36,14,424,40,40,70,110,2
-3,74,126,52,77,47,509,20,50,80,130,3
-3,75,127,53,72,48,458,20,50,80,130,3
-8,63,106,44,64,40,496,20,40,70,110,3
-7,71,130,51,76,46,503,30,40,70,110,3
98,170,340,170,72,47,1073,140,190,210,400,5
154,171,382,170,76,47,1091,140,190,210,400,5
159,182,387,181,75,50,1283,170,230,230,460,5
15,71,129,58,56,22,325,40,60,90,150,6
15,32,53,21,17,5,449,30,10,30,40,8
22,32,56,21,17,5,449,30,10,30,40,8
24,32,56,21,16,5,454,30,10,30,40,8
79,141,235,94,62,31,697,70,80,120,200,11
103,172,286,114,69,37,810,100,90,160,250,11
65,123,205,82,58,27,788,60,50,90,140,11
144,155,285,112,58,34,502,90,90,140,230,12
120,134,245,96,53,29,666,80,80,120,200,12
52,77,130,53,25,14,803,70,50,90,140,13
44,48,91,33,21,9,777,40,30,50,80,13
80,85,143,59,25,16,842,70,60,90,150,13
80,85,143,59,25,16,870,70,60,90,150,13
9,111,190,79,102,72,551,30,70,110,180,5
18,134,230,96,116,87,683,50,80,130,210,5
14,111,213,79,107,72,551,30,70,110,180,5
44,173,294,124,131,112,717,60,110,180,290,5
60,116,202,86,56,28,547,90,70,110,180,6
48,62,109,48,25,15,593,30,30,50,80,8
13,66,120,54,53,20,312,20,40,50,90,9
47,92,170,78,45,24,995,50,50,80,130,10
76,103,187,86,45,26,1081,50,60,80,140,10
44,48,90,32,21,8,821,40,30,50,80,11
52,62,104,43,22,12,864,50,40,70,110,11
58,104,175,71,46,22,373,90,80,130,210,2
58,104,176,72,46,23,461,80,80,120,200,2
80,104,173,71,43,22,373,90,80,130,210,2
104,125,209,86,46,27,463,120,100,160,260,2
74,93,166,63,43,20,446,70,70,110,180,2
16,129,221,92,113,83,599,60,110,160,270,3
16,130,224,94,114,85,694,40,110,150,260,3
22,128,234,92,113,83,541,60,110,160,270,3
22,129,219,92,105,83,599,60,110,160,270,3
3,90,155,65,87,58,513,10,40,60,100,13
0,87,150,63,87,57,521,10,40,60,100,13
-5,66,113,47,71,42,622,0,30,40,70,13
-11,61,104,44,64,39,617,10,20,50,70,13
13,66,120,54,53,20,312,20,50,60,110,5
12,65,118,53,53,20,306,20,50,60,110,5
12,66,120,54,54,20,301,20,50,60,110,5
15,70,127,57,55,21,313,30,50,70,120,5
23,82,149,67,59,25,391,30,60,80,140,5
16,70,126,56,54,21,385,50,40,70,110,5
49,96,177,81,47,25,1046,60,70,90,160,6
56,103,189,86,47,26,1081,70,80,100,180,6
48,94,174,80,46,24,1055,80,60,90,150,6
51,96,176,80,45,24,1079,60,70,100,170,6
106,176,292,116,70,38,962,110,90,160,250,8
91,155,258,103,64,33,1130,100,80,140,220,8
109,140,230,92,57,30,1102,90,70,130,200,8
104,135,223,90,56,29,1139,80,70,120,190,8
156,174,308,115,69,37,1166,110,100,160,260,8
45,70,118,48,25,13,839,50,40,60,100,9
55,64,106,43,22,12,822,50,30,60,90,9
65,68,123,47,24,13,834,40,40,60,100,9
45,84,133,49,39,15,342,40,30,60,90,11
42,79,126,47,37,14,366,30,30,50,80,11
109,113,201,67,45,20,400,50,40,80,120,11
67,84,142,49,39,15,342,40,30,60,90,11
45,66,114,41,36,12,320,20,30,40,70,11
48,89,150,61,41,19,390,40,40,60,100,12
38,77,129,52,39,16,376,30,30,50,80,12
30,68,114,46,38,14,388,20,30,40,70,12
42,63,113,43,35,13,466,20,30,40,70,12
35,63,112,49,28,16,611,40,40,60,100,4
11,30,52,22,19,7,570,20,20,30,50,4
13,32,56,24,19,7,567,20,20,30,50,4
52,62,117,48,27,15,617,40,40,60,100,4
112,152,256,104,40,29,821,120,80,140,220,5
197,179,322,123,46,34,959,110,90,140,230,5
121,124,208,86,33,24,499,90,70,110,180,6
135,136,228,94,35,26,608,90,80,110,190,6
71,73,131,50,25,14,589,40,30,60,90,6
42,83,140,57,41,18,364,50,50,80,130,9
65,83,157,57,43,18,364,50,50,80,130,9
35,61,102,42,33,13,384,30,40,60,100,9
26,51,84,34,30,10,432,30,30,50,80,9
44,96,160,64,52,21,-161,50,50,80,130,4
13,66,120,54,53,20,312,30,50,70,120,1
12,65,118,53,53,20,306,30,50,70,120,1
13,66,120,54,53,20,301,30,50,70,120,1
17,72,130,58,55,22,338,20,60,70,130,1
14,67,121,54,53,20,391,20,50,60,110,1
19,66,128,54,53,20,301,30,50,70,120,1
25,74,132,59,52,22,403,20,60,70,130,1
21,67,129,54,53,20,391,20,50,60,110,1
9,111,190,79,102,72,551,20,80,110,190,2
17,132,227,95,115,86,532,30,100,130,230,2
17,129,221,92,112,83,599,40,90,140,230,2
32,173,297,124,141,112,717,60,130,180,310,2
16,130,224,94,114,85,694,30,90,130,220,2
23,129,219,92,104,83,599,40,90,140,230,2
33,154,262,110,121,100,665,50,110,160,270,2
30,145,266,105,125,95,716,30,100,140,240,2
58,114,199,85,56,28,555,70,90,110,200,3
51,103,180,77,52,25,557,60,70,100,170,3
74,103,192,77,53,25,423,60,80,100,180,3
86,112,208,83,54,27,433,80,80,120,200,3
87,121,210,91,54,30,533,90,90,130,220,3
98,130,225,97,55,32,575,80,100,130,230,3
50,96,177,81,46,25,1046,70,90,110,200,5
59,81,168,69,45,21,965,50,80,90,170,5
62,84,164,70,42,21,957,60,80,100,180,5
71,94,185,80,46,24,1055,120,110,140,250,5
74,96,188,80,46,24,1079,80,100,120,220,5
34,62,110,48,28,15,623,50,50,70,120,6
35,62,110,48,27,15,599,50,50,70,120,6
34,62,110,48,28,15,593,50,50,70,120,6
18,39,69,30,21,9,581,30,30,50,80,6
13,32,56,24,19,7,567,30,30,40,70,6
50,63,119,49,29,16,611,60,50,80,130,6
25,39,68,30,20,9,581,30,30,50,80,6
15,29,54,22,19,7,573,50,20,50,70,6
63,105,167,62,42,19,346,70,50,90,140,8
46,84,133,49,38,15,342,50,40,70,110,8
40,65,103,39,33,12,380,40,30,60,90,8
79,94,161,57,41,17,349,70,40,90,130,8
71,88,150,53,40,16,321,50,50,80,130,8
43,68,115,47,25,13,772,50,40,60,100,9
51,77,130,53,26,14,803,60,40,70,110,9
58,85,144,59,27,16,870,60,50,70,120,9
63,91,154,63,28,17,864,70,50,80,130,9
45,70,118,48,25,13,851,60,30,60,90,9
27,47,78,31,20,8,856,40,20,50,70,9
70,72,129,49,25,13,779,50,40,60,100,9
70,77,129,53,24,14,803,60,40,70,110,9
80,85,143,59,25,16,870,60,50,70,120,9
87,91,153,63,26,17,864,70,50,80,130,9
67,70,126,48,25,13,851,60,30,60,90,9
31,68,114,46,37,14,388,40,30,70,100,11
30,67,113,46,37,14,449,40,20,50,70,11
33,71,120,49,38,15,454,20,40,50,90,11
28,63,106,43,35,13,466,20,30,50,80,11
46,68,121,46,37,14,388,40,30,70,100,11
33,59,98,40,33,12,443,20,30,50,80,11
29,54,89,36,31,11,462,10,30,40,70,11
45,67,120,46,37,14,449,40,20,50,70,11
42,63,113,43,35,13,466,20,30,50,80,11
7,105,180,75,98,68,522,10,60,90,150,12
2,90,154,64,88,58,551,10,50,80,130,12
11,105,201,75,103,68,522,10,60,90,150,12
1,87,160,63,86,57,506,10,50,80,130,12
0,84,153,60,84,54,606,0,40,50,90,12
-4,76,140,55,79,49,627,0,40,60,100,12
292,295,582,251,98,77,1268,280,310,370,680,2
94,107,188,83,36,27,584,100,100,130,230,3
39,51,96,39,25,12,541,80,40,90,130,3
120,163,276,113,43,31,897,120,90,140,230,5
33,80,140,60,47,19,336,50,50,80,130,8
51,80,157,60,49,19,336,50,50,80,130,8
35,72,121,49,37,15,351,40,40,70,110,9
19,51,85,34,32,10,432,30,30,50,80,9
19,51,85,34,32,10,428,30,30,50,80,9
40,64,114,43,37,13,363,30,40,60,100,9
30,79,131,52,49,17,-456,40,40,70,110,4
46,81,134,54,45,17,-321,40,40,70,110,4
105,144,243,99,39,27,766,120,100,150,250,1
134,126,227,87,36,24,756,100,90,130,220,1
199,179,322,123,45,34,959,130,120,170,290,1
68,107,190,83,39,27,584,80,80,110,190,2
101,107,202,83,39,27,613,80,80,110,190,2
98,112,197,87,38,28,564,80,90,110,200,2
62,74,141,58,32,19,548,50,60,70,130,2
40,51,96,39,24,12,541,50,30,50,80,2
105,145,245,100,40,28,822,120,100,150,250,3
147,137,247,95,38,26,809,110,100,140,240,3
150,139,249,95,38,26,799,110,100,140,240,3
156,145,261,100,40,28,822,120,100,150,250,3
155,152,254,104,37,29,871,120,110,150,260,3
192,185,309,127,43,35,1007,150,130,190,320,3
30,56,100,44,26,14,623,30,30,50,80,13
32,60,106,46,28,15,608,40,30,60,90,13
27,53,94,41,26,13,592,30,30,50,80,13
47,56,112,44,27,14,623,30,30,50,80,13
47,60,113,46,28,15,608,40,30,60,90,13
54,80,134,54,26,15,456,70,60,90,150,5
88,124,210,86,36,24,499,120,90,150,240,5
98,136,230,94,38,26,608,140,100,170,270,5
84,118,199,81,34,22,588,110,90,140,230,5
79,111,187,76,32,21,580,170,100,180,280,5
48,73,123,50,25,14,589,70,60,90,150,5
119,112,201,77,32,21,449,110,80,140,220,5
137,136,228,94,34,26,562,140,100,170,270,5
71,73,131,50,25,14,589,70,60,90,150,5
59,114,189,75,55,24,549,90,80,140,220,6
44,96,160,64,52,21,593,60,70,110,180,6
33,81,135,54,48,17,641,50,60,90,150,6
31,79,131,52,48,17,668,50,60,90,150,6
39,90,150,60,51,19,656,60,60,110,170,6
56,110,182,72,54,23,650,130,100,160,260,6
58,114,189,75,56,24,659,100,90,150,240,6
71,102,181,68,54,22,559,80,70,130,200,6
43,79,130,52,45,17,668,50,60,90,150,6
94,163,325,162,69,45,1091,100,130,150,280,8
81,146,291,145,65,40,1304,80,120,130,250,8
82,146,291,145,64,40,1292,80,120,130,250,8
87,153,306,153,66,42,1319,80,140,140,280,8
129,155,330,155,68,43,1280,90,130,140,270,8
-5,71,122,51,76,46,503,30,30,60,90,9
-4,73,125,52,77,47,509,10,40,70,110,9
-6,73,133,52,77,47,421,20,40,70,110,9
-10,63,106,44,65,40,496,10,30,60,90,9
-14,56,94,39,61,36,517,0,30,50,80,9
33,80,140,60,47,19,329,40,50,70,120,10
20,62,108,46,42,15,415,30,30,60,90,10
29,73,127,54,44,17,424,30,50,60,110,10
28,62,107,46,39,15,415,30,30,60,90,10
13,67,121,54,54,20,337,20,40,60,100,11
13,66,120,54,53,20,404,30,30,50,80,11
6,57,103,46,51,17,422,10,30,50,80,11
9,57,110,46,51,17,422,10,30,50,80,11
36,76,140,64,40,19,965,40,50,70,120,12
32,73,135,62,41,19,952,30,50,60,110,12
27,66,122,56,39,17,992,30,40,60,100,12
27,64,118,54,37,16,1037,40,30,50,80,12
26,63,116,53,37,16,1054,20,40,50,90,12
50,75,147,63,41,19,965,40,50,70,120,12
37,66,121,56,36,17,992,30,40,60,100,12
73,134,222,88,61,29,653,90,80,130,210,2
144,172,283,114,63,37,822,120,100,170,270,2
71,120,206,86,49,26,490,70,80,110,190,3
16,128,220,92,112,83,541,40,80,130,210,5
21,145,250,105,124,95,716,30,100,140,240,5
31,145,266,105,124,95,716,30,100,140,240,5
78,103,201,77,56,25,432,60,70,100,170,6
31,58,103,45,27,14,605,30,30,50,80,8
15,70,127,57,55,21,313,20,40,50,90,9
17,72,130,58,55,22,338,30,40,60,100,9
20,77,140,63,57,23,397,30,40,60,100,9
24,82,149,67,58,25,391,20,50,60,110,9
36,82,159,67,58,25,391,20,50,60,110,9
34,80,155,65,57,24,403,20,40,60,100,9
49,96,177,81,47,25,1046,40,60,70,130,10
70,123,226,103,53,31,1073,70,70,100,170,10
48,94,174,80,46,24,1055,40,40,50,90,10
129,225,387,162,96,53,1148,140,170,230,400,2
87,139,234,95,52,30,608,100,100,140,240,3
116,178,301,123,62,39,611,130,130,180,310,3
207,222,373,154,67,49,817,170,160,230,390,3
203,312,546,234,109,77,1310,260,270,370,640,5
326,335,626,252,115,83,1316,280,290,400,690,5
326,336,628,253,116,83,1686,280,290,400,690,5
226,261,516,260,90,72,1715,210,300,310,610,6
133,179,302,123,46,34,959,130,110,170,280,8
133,178,301,123,45,34,947,140,100,160,260,10
143,191,323,132,48,36,994,140,110,170,280,10
151,139,249,95,37,26,799,100,80,120,200,10
79,112,189,77,33,21,449,80,60,100,160,11
53,79,133,54,26,15,601,50,40,70,110,11
123,117,211,81,34,22,460,80,60,110,170,11
46,81,134,54,45,17,641,30,40,70,110,12
88,114,201,75,55,24,659,50,60,90,150,12
-182,-26,132,144,96,47,862,-120,180,-40,140,3
59,96,159,64,49,21,593,30,40,60,100,13
317,349,607,263,111,86,1433,220,250,330,580,6
160,245,452,207,85,64,965,160,170,220,390,9
38,68,120,52,30,17,554,40,40,60,100,10
92,107,188,83,37,27,574,60,70,90,160,10
111,152,256,104,41,29,821,100,60,110,170,11
134,179,302,123,45,34,928,100,80,120,200,11
199,179,322,123,45,34,928,100,80,120,200,11
105,145,245,100,40,28,598,90,60,100,160,12
221,239,509,239,90,66,1417,150,220,230,450,4
232,249,531,249,93,69,1775,160,230,240,470,4
115,206,354,148,91,48,844,140,150,220,370,2
208,329,567,238,121,78,1190,230,250,340,590,2
171,206,377,148,91,48,844,140,150,220,370,2
230,278,474,200,103,66,1095,190,210,290,500,2
288,310,569,224,116,73,1191,190,220,300,520,2
172,178,321,123,62,39,611,130,130,180,310,3
181,185,332,127,63,40,830,130,120,180,300,3
211,324,567,243,113,80,1260,260,280,380,660,5
241,362,634,272,121,89,1616,300,310,430,740,5
316,312,611,234,114,77,1310,260,270,370,640,5
332,341,637,257,117,84,1662,420,370,520,890,5
142,229,457,228,87,63,1436,180,260,270,530,6
164,261,521,260,97,72,1715,210,300,310,610,6
168,266,532,266,98,74,1819,220,300,320,620,6
155,249,498,249,94,69,1775,210,280,300,580,6
149,239,478,239,90,66,1755,300,340,370,710,6
95,130,219,89,35,24,777,100,70,120,190,8
111,152,256,104,41,29,952,120,80,140,220,8
127,172,290,118,45,33,930,110,110,150,260,8
135,126,227,87,35,24,756,90,70,110,180,8
197,179,322,123,46,34,928,140,100,160,260,8
72,112,199,87,40,28,564,70,70,100,170,9
54,68,119,52,27,17,554,40,40,60,100,9
64,74,141,58,31,19,548,50,40,70,110,9
40,51,96,39,24,12,541,40,20,40,60,9
40,52,98,40,25,13,536,30,30,50,80,9
43,56,106,43,27,14,531,30,40,50,90,9
155,152,254,104,37,29,871,120,80,140,220,10
192,185,309,127,43,35,1007,150,100,170,270,10
197,191,320,132,45,36,994,140,110,170,280,10
131,124,224,86,36,24,1003,80,80,110,190,10
99,136,230,94,37,26,562,90,80,120,200,11
137,136,228,94,34,26,608,90,80,120,200,11
145,145,243,100,37,28,598,100,80,130,210,11
33,81,135,54,48,17,641,30,40,70,110,12
43,79,130,52,45,17,668,30,40,70,110,12
42,107,193,86,65,32,484,50,90,110,200,2
25,83,150,67,58,25,599,30,70,80,150,2
61,105,213,85,69,32,494,40,90,100,190,2
58,104,201,85,65,32,476,40,90,100,190,2
43,93,167,76,58,28,613,40,80,90,170,2
35,77,142,65,42,20,1042,50,60,80,140,3
